Height_cm,Weight_kg,BMI,BMI_Category,Body_Shape,Hip_Circumference_cm,Shoulder_Width_cm,Clothing_Size,Style_Preference,Recommended_Cloth_Color
160.53,114.97,44.61,Obese,Athletic,116.87,47.55,XXL,Adventurous & Natural,Mustard Yellow
165.48,53.01,19.36,Normal,Athletic,102.28,41.76,M,Adventurous & Natural,Electric Blue
177.44,67.7,21.5,Normal,Diamond,105.74,41.09,M,Adventurous & Natural,Lime Green
179.35,62.62,19.47,Normal,Inverted Triangle,102.59,52.36,XL,Bold & Expressive,Orange
152.09,90.99,39.34,Obese,Athletic,91.06,40.36,XL,Calm & Classic,Forest Green
151.41,79.26,34.57,Obese,Athletic,91.16,43.67,XL,Bold & Expressive,Bright Orange
157.11,56.63,22.94,Normal,Rectangle,104.38,39.36,XS,Calm & Classic,Beige
157.18,104.96,42.48,Obese,Inverted Triangle,105.48,45.77,XL,Calm & Classic,White
183.31,83.53,24.86,Normal,Hourglass,114.9,46.2,XXL,Bold & Expressive,Maroon
189.7,110.43,30.69,Obese,Inverted Triangle,108.06,45.57,XXL,Adventurous & Natural,Electric Blue
156.07,47.74,19.6,Normal,Apple,96.66,41.71,XS,Soft & Gentle,Pale Yellow
175.25,68.97,22.46,Normal,Spoon,95.94,39.43,S,Bold & Expressive,Lime Green
158.68,94.08,37.36,Obese,Diamond,108.76,46.86,XXL,Bold & Expressive,Gold
184.53,118.18,34.71,Obese,Hourglass,104.09,39.13,XXL,Adventurous & Natural,Turquoise
168.42,80.38,28.34,Overweight,Hourglass,113.54,44.36,XL,Bold & Expressive,Magenta
184.3,70.41,20.73,Normal,Oval,99.77,42.15,L,Soft & Gentle,Pale Yellow
170.05,94.43,32.66,Obese,Hourglass,102.15,39.96,XL,Calm & Classic,Rust
181.49,116.74,35.44,Obese,Spoon,112.08,43.19,XXL,Bold & Expressive,Maroon
151.4,70.18,30.62,Obese,Apple,103.21,44.26,XL,Calm & Classic,Rust
185.75,51.96,15.06,Underweight,Oval,96.38,39.22,XS,Adventurous & Natural,Terracotta
186.3,61.04,17.59,Underweight,Hourglass,115.31,42.45,M,Adventurous & Natural,Olive Green
188.53,56.9,16.01,Underweight,Pear,94.13,45.69,M,Bold & Expressive,Yellow
177.61,77.36,24.52,Normal,Spoon,122.0,45.8,M,Bold & Expressive,Magenta
155.98,102.09,41.96,Obese,Inverted Triangle,102.94,43.79,XL,Adventurous & Natural,Bright Orange
165.31,60.7,22.21,Normal,Pear,106.82,42.26,M,Bold & Expressive,Yellow
157.98,112.82,45.2,Obese,Inverted Triangle,93.01,48.7,XXL,Soft & Gentle,Pale Yellow
186.6,56.43,16.21,Underweight,Rectangle,107.24,46.44,L,Adventurous & Natural,Khaki
167.88,66.42,23.57,Normal,Hourglass,93.02,37.93,S,Calm & Classic,Mustard Yellow
160.54,68.34,26.52,Overweight,Athletic,107.53,51.03,XL,Bold & Expressive,Orange
181.0,119.5,36.48,Obese,Diamond,117.75,41.21,XXL,Calm & Classic,Teal
188.99,107.99,30.23,Obese,Spoon,106.02,45.96,XXL,Adventurous & Natural,Maroon
152.12,58.13,25.12,Overweight,Inverted Triangle,88.23,42.58,M,Soft & Gentle,Light Blue
151.02,104.99,46.03,Obese,Diamond,95.78,38.12,L,Calm & Classic,Olive Green
174.1,61.81,20.39,Normal,Oval,110.79,46.64,L,Adventurous & Natural,Bright Orange
172.77,95.12,31.87,Obese,Athletic,97.01,46.76,XXL,Soft & Gentle,Beige
178.86,63.89,19.97,Normal,Inverted Triangle,79.27,44.55,M,Bold & Expressive,Fuchsia
169.69,104.55,36.31,Obese,Diamond,103.64,38.31,XL,Soft & Gentle,Mint Green
185.96,83.86,24.25,Normal,Inverted Triangle,102.71,46.34,XXL,Soft & Gentle,White
182.45,81.62,24.52,Normal,Rectangle,108.71,43.78,XL,Soft & Gentle,Black
180.29,83.63,25.73,Overweight,Rectangle,99.92,42.28,XXL,Soft & Gentle,Grey
188.23,74.31,20.97,Normal,Pear,110.64,39.68,M,Calm & Classic,Khaki
150.2,57.52,25.5,Overweight,Spoon,112.03,40.39,M,Bold & Expressive,Electric Blue
161.4,61.13,23.47,Normal,Spoon,109.72,38.27,S,Bold & Expressive,Orange
178.92,69.02,21.56,Normal,Pear,103.54,37.86,XS,Bold & Expressive,Lime Green
159.55,45.17,17.74,Underweight,Oval,115.81,39.3,XS,Adventurous & Natural,Lime Green
162.27,95.63,36.32,Obese,Apple,123.98,40.43,XXL,Soft & Gentle,Cream
154.32,75.0,31.49,Obese,Oval,105.61,40.72,L,Soft & Gentle,Cream
189.12,119.4,33.38,Obese,Oval,125.25,43.62,XXL,Bold & Expressive,Fuchsia
159.34,63.47,25.0,Overweight,Apple,115.31,44.69,M,Calm & Classic,Khaki
163.73,91.99,34.32,Obese,Pear,126.84,41.44,XL,Soft & Gentle,Baby Pink
159.36,74.97,29.52,Overweight,Rectangle,86.71,44.27,M,Calm & Classic,Black
171.2,55.2,18.83,Normal,Inverted Triangle,87.88,48.75,XL,Bold & Expressive,Bright Orange
173.72,80.3,26.61,Overweight,Pear,111.91,41.91,XL,Calm & Classic,Navy
175.87,94.24,30.47,Obese,Hourglass,117.82,38.86,XL,Calm & Classic,Teal
186.9,104.42,29.89,Overweight,Spoon,113.3,44.02,XXL,Adventurous & Natural,Khaki
154.64,100.46,42.01,Obese,Spoon,126.1,39.16,L,Bold & Expressive,Lime Green
160.64,72.84,28.23,Overweight,Spoon,109.78,43.76,L,Adventurous & Natural,Electric Blue
181.55,56.11,17.02,Underweight,Hourglass,115.17,42.08,M,Soft & Gentle,White
158.21,60.98,24.36,Normal,Diamond,91.43,42.57,S,Calm & Classic,Lavender
173.69,46.05,15.26,Underweight,Hourglass,103.68,39.88,XS,Adventurous & Natural,Olive Green
176.26,70.75,22.77,Normal,Apple,103.95,40.3,M,Bold & Expressive,Orange
160.22,48.2,18.78,Normal,Oval,102.77,47.33,M,Adventurous & Natural,Bright Orange
170.64,100.01,34.35,Obese,Apple,112.42,47.55,XXL,Soft & Gentle,Grey
185.65,48.4,14.04,Underweight,Inverted Triangle,78.97,48.16,M,Soft & Gentle,Peach
186.1,97.98,28.29,Overweight,Pear,106.34,38.51,XL,Adventurous & Natural,Yellow
171.77,77.14,26.14,Overweight,Hourglass,99.99,39.19,M,Adventurous & Natural,Yellow
155.78,100.95,41.6,Obese,Hourglass,116.22,45.09,XL,Adventurous & Natural,Magenta
160.86,119.62,46.23,Obese,Rectangle,117.13,41.04,XXL,Adventurous & Natural,Khaki
174.29,48.9,16.1,Underweight,Rectangle,100.16,42.26,XS,Adventurous & Natural,Olive Green
184.82,96.43,28.23,Overweight,Diamond,110.58,41.33,XXL,Bold & Expressive,Turquoise
179.77,58.08,17.97,Underweight,Diamond,95.58,47.24,M,Soft & Gentle,Peach
155.98,54.96,22.59,Normal,Spoon,98.91,38.1,XS,Bold & Expressive,Lime Green
175.68,95.8,31.04,Obese,Diamond,113.92,46.51,XXL,Calm & Classic,Cream
175.4,98.13,31.9,Obese,Pear,106.85,43.42,XL,Calm & Classic,Khaki
158.24,52.59,21.0,Normal,Diamond,98.45,42.3,XS,Calm & Classic,Blue
154.32,55.71,23.39,Normal,Hourglass,111.78,46.97,M,Bold & Expressive,Orange
176.8,102.37,32.75,Obese,Spoon,117.42,40.99,XXL,Soft & Gentle,Beige
160.53,86.56,33.59,Obese,Spoon,100.81,44.42,XXL,Adventurous & Natural,Coral
164.21,55.4,20.55,Normal,Hourglass,95.16,47.38,L,Soft & Gentle,Cream
174.24,96.75,31.87,Obese,Hourglass,120.99,40.26,XXL,Calm & Classic,Cream
185.16,93.04,27.14,Overweight,Inverted Triangle,106.47,48.61,XXL,Calm & Classic,Brown
178.31,56.97,17.92,Underweight,Athletic,86.95,41.72,M,Soft & Gentle,Light Blue
185.16,96.09,28.03,Overweight,Diamond,99.99,39.63,XL,Bold & Expressive,Red
180.77,46.53,14.24,Underweight,Athletic,99.57,41.23,M,Adventurous & Natural,Coral
160.61,62.26,24.14,Normal,Hourglass,93.34,42.11,M,Bold & Expressive,Maroon
186.3,99.39,28.64,Overweight,Apple,110.72,40.16,XXL,Calm & Classic,Olive Green
189.63,58.66,16.31,Underweight,Rectangle,104.15,46.45,L,Soft & Gentle,Brown
158.13,108.34,43.33,Obese,Hourglass,110.6,38.08,L,Adventurous & Natural,Magenta
161.57,79.31,30.38,Obese,Hourglass,125.05,42.16,XL,Bold & Expressive,Orange
155.97,53.75,22.1,Normal,Athletic,86.63,41.83,XS,Bold & Expressive,Electric Blue
185.11,53.61,15.65,Underweight,Rectangle,104.37,39.62,XS,Bold & Expressive,Electric Blue
154.65,116.43,48.68,Obese,Hourglass,130.0,42.19,XL,Soft & Gentle,White
167.09,69.27,24.81,Normal,Spoon,117.98,39.19,S,Bold & Expressive,Magenta
172.13,69.68,23.52,Normal,Apple,106.0,44.29,M,Soft & Gentle,Baby Pink
150.83,58.34,25.64,Overweight,Rectangle,101.74,46.16,L,Soft & Gentle,Cream
185.7,118.46,34.35,Obese,Oval,118.84,44.42,XXL,Bold & Expressive,Red
188.39,81.89,23.07,Normal,Hourglass,123.08,39.87,L,Soft & Gentle,Grey
187.8,94.51,26.8,Overweight,Inverted Triangle,83.14,54.01,XXL,Soft & Gentle,Beige
161.0,48.65,18.77,Normal,Apple,96.15,40.93,M,Calm & Classic,Beige
175.94,105.91,34.21,Obese,Athletic,97.21,52.18,XXL,Bold & Expressive,Magenta
166.28,87.76,31.74,Obese,Inverted Triangle,105.74,40.72,XXL,Soft & Gentle,White
168.53,71.64,25.22,Overweight,Athletic,95.35,42.45,XL,Bold & Expressive,Yellow
155.66,117.58,48.53,Obese,Pear,108.84,44.37,XL,Soft & Gentle,Grey
186.54,115.46,33.18,Obese,Diamond,99.7,46.0,XXL,Bold & Expressive,Red
185.63,75.79,21.99,Normal,Pear,109.63,42.12,M,Bold & Expressive,Lime Green
178.33,113.73,35.76,Obese,Pear,123.96,40.69,XL,Bold & Expressive,Lime Green
152.78,77.86,33.36,Obese,Apple,102.06,43.67,XL,Calm & Classic,Brown
169.18,110.22,38.51,Obese,Pear,109.06,38.55,XL,Adventurous & Natural,Olive Green
180.76,69.78,21.36,Normal,Apple,104.8,46.94,XL,Bold & Expressive,Magenta
174.71,90.64,29.7,Overweight,Diamond,89.3,43.07,XL,Adventurous & Natural,Olive Green
178.11,67.37,21.24,Normal,Apple,105.91,43.87,M,Adventurous & Natural,Maroon
169.37,115.27,40.18,Obese,Diamond,112.95,46.95,XXL,Adventurous & Natural,Fuchsia
184.32,95.68,28.16,Overweight,Hourglass,118.46,47.56,XXL,Soft & Gentle,Brown
180.11,71.39,22.01,Normal,Apple,109.77,40.29,XL,Adventurous & Natural,Olive Green
153.27,51.97,22.12,Normal,Athletic,81.84,41.44,XS,Adventurous & Natural,Turquoise
156.49,88.56,36.16,Obese,Rectangle,103.51,45.75,XL,Bold & Expressive,Lime Green
176.11,85.52,27.57,Overweight,Rectangle,89.21,41.86,XL,Calm & Classic,Rust
186.32,114.8,33.07,Obese,Apple,106.85,47.17,XXL,Bold & Expressive,Yellow
177.64,81.13,25.71,Overweight,Hourglass,113.75,39.89,L,Bold & Expressive,Coral
177.74,99.95,31.64,Obese,Inverted Triangle,87.99,50.58,XXL,Soft & Gentle,Black
177.19,51.64,16.45,Underweight,Hourglass,105.1,43.61,XS,Calm & Classic,Beige
157.86,55.7,22.35,Normal,Athletic,94.04,42.11,M,Adventurous & Natural,Gold
160.42,94.94,36.89,Obese,Inverted Triangle,103.66,48.4,XXL,Soft & Gentle,Grey
162.96,74.4,28.02,Overweight,Oval,98.36,45.23,L,Calm & Classic,Grey
167.8,93.03,33.04,Obese,Inverted Triangle,105.43,41.96,XXL,Calm & Classic,Khaki
181.37,114.64,34.85,Obese,Inverted Triangle,97.87,53.12,XXL,Calm & Classic,Terracotta
154.71,105.21,43.96,Obese,Oval,118.67,39.39,L,Adventurous & Natural,Maroon
179.58,45.82,14.21,Underweight,Pear,98.26,42.95,XS,Bold & Expressive,Lime Green
187.14,112.8,32.21,Obese,Inverted Triangle,94.46,49.25,XXL,Bold & Expressive,Gold
168.5,110.7,38.99,Obese,Apple,122.03,38.07,XL,Adventurous & Natural,Fuchsia
168.25,78.96,27.89,Overweight,Hourglass,100.34,47.85,XL,Adventurous & Natural,Terracotta
180.35,99.01,30.44,Obese,Spoon,129.38,44.99,XXL,Bold & Expressive,Orange
158.32,73.57,29.35,Overweight,Inverted Triangle,105.2,45.35,M,Adventurous & Natural,Bright Orange
167.54,103.65,36.93,Obese,Athletic,102.74,46.42,XXL,Soft & Gentle,Beige
166.04,49.44,17.93,Underweight,Athletic,88.25,44.44,XS,Adventurous & Natural,Magenta
170.44,107.28,36.93,Obese,Apple,107.81,43.47,XXL,Bold & Expressive,Fuchsia
157.04,113.8,46.14,Obese,Spoon,129.15,47.23,XXL,Soft & Gentle,Black
172.01,45.98,15.54,Underweight,Diamond,94.89,41.92,XS,Soft & Gentle,Cream
182.16,48.76,14.69,Underweight,Athletic,94.21,50.95,M,Bold & Expressive,Lime Green
176.55,74.15,23.79,Normal,Oval,109.86,46.23,L,Bold & Expressive,Gold
164.13,101.82,37.8,Obese,Oval,118.91,40.69,XXL,Bold & Expressive,Fuchsia
164.54,116.02,42.85,Obese,Diamond,117.84,45.3,XXL,Adventurous & Natural,Mustard Yellow
152.65,84.53,36.28,Obese,Diamond,112.68,41.21,XL,Calm & Classic,Cream
179.28,53.58,16.67,Underweight,Rectangle,93.16,43.61,XS,Calm & Classic,White
154.44,92.73,38.88,Obese,Rectangle,110.59,45.78,XL,Soft & Gentle,White
151.55,91.98,40.05,Obese,Diamond,109.91,45.93,XL,Soft & Gentle,White
164.82,99.36,36.58,Obese,Pear,118.53,39.66,XL,Bold & Expressive,Electric Blue
183.86,48.92,14.47,Underweight,Apple,105.82,43.17,M,Calm & Classic,Black
168.32,100.85,35.6,Obese,Pear,114.67,41.71,XL,Soft & Gentle,Beige
162.73,115.92,43.77,Obese,Oval,121.27,40.8,XXL,Calm & Classic,White
179.04,111.03,34.64,Obese,Inverted Triangle,112.35,45.04,XXL,Bold & Expressive,Maroon
173.98,66.08,21.83,Normal,Athletic,97.08,48.86,XL,Bold & Expressive,Red
164.98,86.57,31.81,Obese,Athletic,92.17,51.84,XXL,Adventurous & Natural,Electric Blue
155.38,96.84,40.11,Obese,Inverted Triangle,98.67,42.67,XL,Adventurous & Natural,Magenta
163.68,86.21,32.18,Obese,Rectangle,107.86,45.33,XXL,Bold & Expressive,Lime Green
154.94,95.39,39.74,Obese,Pear,114.39,36.73,M,Adventurous & Natural,Maroon
184.03,80.73,23.84,Normal,Oval,116.13,44.75,XL,Soft & Gentle,Cream
165.23,47.2,17.29,Underweight,Athletic,94.35,47.63,M,Adventurous & Natural,Forest Green
152.42,115.92,49.9,Obese,Spoon,128.41,39.39,L,Adventurous & Natural,Bright Orange
153.12,82.97,35.39,Obese,Inverted Triangle,90.75,42.78,XL,Adventurous & Natural,Lime Green
184.33,51.11,15.04,Underweight,Inverted Triangle,86.2,50.65,M,Adventurous & Natural,Yellow
187.16,53.32,15.22,Underweight,Oval,95.26,41.84,S,Calm & Classic,White
181.86,100.72,30.45,Obese,Pear,130.0,38.68,XL,Soft & Gentle,Mint Green
156.21,87.3,35.78,Obese,Apple,108.84,38.11,XL,Bold & Expressive,Maroon
157.48,94.06,37.93,Obese,Athletic,114.63,48.06,XXL,Bold & Expressive,Magenta
170.35,69.94,24.1,Normal,Inverted Triangle,89.1,44.8,M,Soft & Gentle,Lavender
162.36,109.41,41.5,Obese,Inverted Triangle,97.61,50.51,XXL,Calm & Classic,Forest Green
154.76,72.8,30.4,Obese,Apple,98.92,46.77,XL,Adventurous & Natural,Terracotta
151.49,77.24,33.66,Obese,Spoon,112.65,45.29,L,Adventurous & Natural,Olive Green
161.37,102.7,39.44,Obese,Apple,98.66,41.49,XXL,Soft & Gentle,Light Blue
169.02,114.45,40.06,Obese,Inverted Triangle,99.86,46.97,XXL,Calm & Classic,Black
167.7,100.27,35.65,Obese,Diamond,94.82,43.0,XXL,Soft & Gentle,Pale Yellow
190.0,71.14,19.71,Normal,Apple,121.39,42.73,XL,Calm & Classic,Blue
164.44,77.12,28.52,Overweight,Hourglass,120.57,45.86,L,Adventurous & Natural,Orange
150.43,88.11,38.94,Obese,Inverted Triangle,94.1,51.06,XXL,Soft & Gentle,Grey
164.25,65.25,24.19,Normal,Inverted Triangle,94.93,45.22,M,Adventurous & Natural,Lime Green
163.12,54.94,20.65,Normal,Pear,104.65,35.81,XS,Soft & Gentle,Mint Green
160.95,94.08,36.32,Obese,Hourglass,104.01,38.48,XL,Soft & Gentle,Baby Pink
173.32,107.45,35.77,Obese,Pear,121.89,35.63,XL,Adventurous & Natural,Rust
164.98,66.21,24.33,Normal,Rectangle,104.77,43.97,M,Soft & Gentle,Beige
163.36,89.04,33.37,Obese,Oval,120.13,45.04,XXL,Bold & Expressive,Gold
152.77,113.52,48.64,Obese,Athletic,102.19,51.35,XXL,Bold & Expressive,Coral
180.02,66.71,20.58,Normal,Athletic,92.26,50.91,XL,Soft & Gentle,Mint Green
164.72,85.63,31.56,Obese,Inverted Triangle,97.02,49.62,XXL,Bold & Expressive,Yellow
157.67,68.57,27.58,Overweight,Inverted Triangle,96.06,48.3,XL,Adventurous & Natural,Terracotta
164.23,108.89,40.37,Obese,Apple,101.49,45.76,XXL,Adventurous & Natural,Red
172.32,106.57,35.89,Obese,Rectangle,116.92,39.88,XL,Soft & Gentle,Grey
158.75,90.09,35.75,Obese,Hourglass,113.64,45.87,XL,Calm & Classic,Lavender
164.76,62.99,23.2,Normal,Apple,110.47,44.57,M,Soft & Gentle,Peach
158.34,118.24,47.16,Obese,Rectangle,111.88,38.48,L,Soft & Gentle,Black
179.27,113.85,35.43,Obese,Oval,105.17,43.33,XXL,Soft & Gentle,Grey
172.81,85.89,28.76,Overweight,Rectangle,111.21,40.5,XL,Calm & Classic,Terracotta
170.35,110.69,38.14,Obese,Apple,101.71,39.36,XL,Calm & Classic,Black
165.51,98.34,35.9,Obese,Diamond,92.05,43.02,XXL,Calm & Classic,Navy
174.64,98.28,32.22,Obese,Hourglass,123.82,44.68,XXL,Calm & Classic,Navy
187.22,87.86,25.07,Overweight,Oval,118.44,42.03,XXL,Calm & Classic,Rust
181.29,96.54,29.37,Overweight,Diamond,115.02,38.66,XL,Soft & Gentle,Peach
164.22,86.39,32.03,Obese,Apple,101.99,42.76,XXL,Soft & Gentle,Baby Pink
184.56,98.71,28.98,Overweight,Spoon,123.69,43.99,XXL,Bold & Expressive,Lime Green
161.64,108.52,41.53,Obese,Pear,118.85,43.6,XL,Calm & Classic,Brown
175.28,91.38,29.74,Overweight,Apple,113.31,44.88,XL,Soft & Gentle,Black
168.65,77.77,27.34,Overweight,Diamond,104.55,43.14,L,Adventurous & Natural,Mustard Yellow
168.0,89.3,31.64,Obese,Apple,118.84,45.88,XXL,Soft & Gentle,White
172.39,60.19,20.25,Normal,Athletic,90.79,48.52,XL,Bold & Expressive,Lime Green
151.69,102.55,44.57,Obese,Athletic,112.21,49.65,XXL,Soft & Gentle,Peach
178.23,118.66,37.35,Obese,Inverted Triangle,92.8,47.2,XXL,Bold & Expressive,Red
150.11,71.15,31.58,Obese,Oval,118.56,37.92,M,Soft & Gentle,White
156.1,82.72,33.95,Obese,Diamond,110.81,41.22,XL,Calm & Classic,Navy
185.72,66.52,19.29,Normal,Rectangle,98.62,47.06,XL,Bold & Expressive,Turquoise
154.51,86.77,36.35,Obese,Rectangle,102.3,37.88,L,Calm & Classic,Mustard Yellow
174.89,82.74,27.05,Overweight,Diamond,105.97,38.29,L,Calm & Classic,Cream
185.87,49.41,14.3,Underweight,Rectangle,97.8,41.5,S,Soft & Gentle,White
159.24,89.32,35.22,Obese,Pear,101.19,42.5,XL,Calm & Classic,Forest Green
186.87,58.78,16.83,Underweight,Athletic,96.36,43.58,M,Soft & Gentle,Lavender
179.18,69.19,21.55,Normal,Oval,99.12,45.16,M,Bold & Expressive,Coral
152.73,93.42,40.05,Obese,Athletic,91.53,42.01,XL,Adventurous & Natural,Fuchsia
176.51,68.55,22.0,Normal,Diamond,108.77,45.43,M,Calm & Classic,Grey
170.01,72.82,25.19,Overweight,Rectangle,87.15,39.82,M,Calm & Classic,Black
178.85,81.14,25.37,Overweight,Spoon,111.86,40.94,XL,Adventurous & Natural,Khaki
181.08,81.71,24.92,Obese,Rectangle,92.4,44.66,XXL,Calm & Classic,Terracotta
158.36,119.65,47.71,Obese,Pear,109.64,38.48,M,Adventurous & Natural,Khaki
158.95,62.18,24.61,Normal,Inverted Triangle,98.34,52.65,M,Bold & Expressive,Maroon
173.43,99.47,33.07,Obese,Oval,122.12,47.09,XXL,Calm & Classic,Brown
176.59,90.26,28.94,Overweight,Spoon,115.34,47.29,XXL,Soft & Gentle,Light Blue
186.34,54.72,15.76,Underweight,Diamond,98.11,39.78,XS,Adventurous & Natural,Fuchsia
162.22,109.51,41.61,Obese,Diamond,114.13,38.34,XL,Soft & Gentle,Cream
158.9,64.56,25.57,Overweight,Rectangle,102.36,38.55,S,Soft & Gentle,Mint Green
171.97,117.51,39.73,Obese,Oval,120.45,39.98,XL,Calm & Classic,Blue
165.9,61.07,22.19,Normal,Athletic,86.49,47.19,XL,Calm & Classic,Brown
151.27,115.54,50.49,Obese,Apple,116.16,37.24,XL,Soft & Gentle,Light Blue
188.56,70.23,19.75,Normal,Apple,115.63,47.23,XL,Bold & Expressive,Maroon
189.29,69.33,19.35,Normal,Rectangle,97.4,46.64,XL,Bold & Expressive,Bright Orange
168.27,65.41,23.1,Normal,Rectangle,102.01,42.55,M,Adventurous & Natural,Gold
158.71,85.66,34.01,Obese,Athletic,104.43,48.46,XXL,Calm & Classic,White
179.75,80.42,24.89,Normal,Diamond,107.05,43.31,L,Soft & Gentle,Black
183.42,106.51,31.66,Obese,Athletic,113.32,50.28,XXL,Calm & Classic,Rust
176.2,95.1,30.63,Obese,Apple,113.75,43.65,XXL,Calm & Classic,Purple
185.71,108.8,31.55,Obese,Hourglass,125.89,39.65,XXL,Bold & Expressive,Electric Blue
153.6,53.78,22.79,Normal,Apple,98.62,42.95,XS,Soft & Gentle,White
178.75,86.9,27.2,Overweight,Inverted Triangle,90.46,45.05,XL,Adventurous & Natural,Red
169.48,75.82,26.4,Overweight,Pear,116.49,42.83,M,Adventurous & Natural,Lime Green
173.62,89.83,29.8,Overweight,Hourglass,114.25,44.82,XL,Adventurous & Natural,Gold
186.88,113.4,32.47,Obese,Rectangle,100.7,44.14,XXL,Soft & Gentle,Peach
162.66,97.92,37.01,Obese,Inverted Triangle,88.8,46.59,XXL,Bold & Expressive,Maroon
179.07,50.9,15.87,Underweight,Oval,97.14,42.78,XS,Adventurous & Natural,Mustard Yellow
172.76,71.96,24.11,Normal,Spoon,99.4,44.21,M,Adventurous & Natural,Orange
159.79,108.46,42.48,Obese,Diamond,108.78,45.23,XL,Soft & Gentle,Lavender
183.81,108.5,32.11,Obese,Pear,101.69,35.11,XL,Soft & Gentle,Grey
155.49,46.52,19.24,Normal,Apple,94.53,37.52,XS,Bold & Expressive,Bright Orange
187.23,81.48,23.24,Normal,Oval,111.96,46.56,XXL,Calm & Classic,Olive Green
157.94,66.42,26.63,Overweight,Hourglass,114.2,47.17,L,Bold & Expressive,Magenta
154.01,106.27,44.8,Obese,Athletic,104.97,42.9,XL,Bold & Expressive,Gold
157.14,63.11,25.56,Overweight,Hourglass,98.53,38.07,S,Soft & Gentle,Brown
167.15,119.22,42.67,Obese,Oval,118.03,38.38,XL,Bold & Expressive,Fuchsia
176.84,64.49,20.62,Normal,Apple,98.98,42.96,M,Adventurous & Natural,Maroon
162.02,80.16,30.54,Obese,Hourglass,110.47,46.04,XXL,Calm & Classic,Olive Green
178.6,74.17,23.25,Normal,Pear,113.05,45.47,M,Soft & Gentle,Brown
156.85,60.47,24.58,Normal,Inverted Triangle,95.5,51.29,M,Soft & Gentle,Lavender
172.42,89.26,30.02,Obese,Athletic,106.9,48.38,XXL,Calm & Classic,Teal
184.21,79.75,23.5,Normal,Inverted Triangle,95.45,46.02,XL,Calm & Classic,Navy
158.07,100.31,40.15,Obese,Spoon,118.02,45.26,XL,Calm & Classic,Black
183.85,119.14,35.25,Obese,Inverted Triangle,99.5,51.32,XXL,Soft & Gentle,Peach
160.97,68.84,26.57,Overweight,Rectangle,88.24,39.83,M,Adventurous & Natural,Khaki
175.32,89.05,28.97,Overweight,Diamond,113.5,40.65,XL,Adventurous & Natural,Olive Green
174.22,83.06,27.37,Overweight,Pear,113.34,38.85,M,Calm & Classic,Purple
161.05,89.88,34.65,Obese,Spoon,107.96,37.79,XL,Bold & Expressive,Fuchsia
156.92,115.43,46.88,Obese,Rectangle,114.23,45.55,XL,Soft & Gentle,Black
173.06,69.06,23.06,Normal,Inverted Triangle,95.3,49.49,XL,Adventurous & Natural,Yellow
188.88,53.92,15.11,Underweight,Athletic,90.37,44.28,M,Calm & Classic,Lavender
159.55,95.85,37.65,Obese,Pear,108.03,37.12,M,Calm & Classic,Beige
161.74,77.86,29.76,Overweight,Hourglass,120.87,44.86,L,Bold & Expressive,Red
167.84,63.48,22.53,Normal,Diamond,103.11,40.43,M,Bold & Expressive,Red
172.42,81.22,27.32,Overweight,Rectangle,96.65,41.02,XL,Adventurous & Natural,Orange
183.35,113.29,33.7,Obese,Diamond,103.36,40.44,XXL,Adventurous & Natural,Terracotta
172.74,93.34,31.28,Obese,Hourglass,102.45,47.23,XXL,Adventurous & Natural,Khaki
172.51,81.84,27.5,Overweight,Diamond,105.13,44.07,XL,Bold & Expressive,Gold
189.95,52.75,14.62,Underweight,Spoon,88.26,46.54,M,Adventurous & Natural,Bright Orange
154.31,109.98,46.19,Obese,Athletic,93.5,49.16,XXL,Bold & Expressive,Red
171.41,109.44,37.25,Obese,Spoon,122.72,38.74,XL,Calm & Classic,Black
159.67,83.65,32.81,Obese,Oval,103.06,46.06,XXL,Calm & Classic,Forest Green
153.54,63.27,26.84,Overweight,Apple,90.67,45.12,M,Soft & Gentle,Cream
180.32,62.62,19.26,Normal,Spoon,98.95,45.09,L,Soft & Gentle,Mint Green
169.58,49.82,17.32,Underweight,Rectangle,93.67,47.19,S,Bold & Expressive,Maroon
159.6,54.09,21.23,Normal,Hourglass,97.0,37.55,XS,Adventurous & Natural,Red
159.21,78.44,30.95,Obese,Athletic,100.02,49.69,XL,Bold & Expressive,Electric Blue
173.24,95.46,31.81,Obese,Diamond,95.87,39.81,XL,Adventurous & Natural,Maroon
184.36,68.33,20.1,Normal,Pear,113.92,39.33,M,Adventurous & Natural,Lime Green
179.56,86.25,26.75,Overweight,Oval,101.97,39.44,L,Calm & Classic,Black
159.04,45.55,18.01,Underweight,Oval,95.58,41.04,XS,Bold & Expressive,Lime Green
183.38,114.26,33.98,Obese,Oval,123.53,42.31,XXL,Soft & Gentle,Light Blue
180.77,85.73,26.23,Overweight,Spoon,94.9,44.62,XXL,Bold & Expressive,Maroon
